gender,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalCharges_boxcox,tenure_cbrt,TotalServices,HasPremiumSupport,AvgMonthlySpend,Churn
0,0,1,1,1,0,-1.479388,0,1,1,0,0,0,1,-1.1945772,-0.7665971,0,0,-1.2687477,0
0,0,0,0,0,0,-1.0140848,0,0,0,0,0,0,1,-1.2852665,-1.3841357,2,0,0.43796816,1
0,0,0,0,0,0,-0.20811324,0,0,0,0,0,0,1,-0.61278534,-0.7665971,5,1,-0.83378756,1
0,0,0,0,1,0,-0.29785028,0,0,0,0,1,0,0,-0.93266755,-1.1249284,2,0,1.4319175,0
0,0,1,1,1,0,0.8022593,1,0,1,0,0,0,0,1.1398616,0.9236315,2,0,1.189262,0
0,0,0,1,1,0,-0.23636378,0,0,0,0,0,0,1,-0.2255955,-0.24314304,1,0,-0.2049045,0
1,1,0,0,1,1,1.0448817,1,0,0,0,0,1,0,1.0869216,0.76237464,2,0,1.36174,1
1,0,1,0,1,0,0.47820893,0,0,0,1,0,0,1,1.2533479,1.2096542,5,1,0.9032524,0
0,0,0,0,1,1,1.4387276,1,0,0,1,1,0,0,1.6346161,1.2472993,5,1,1.4036727,0
0,1,0,0,1,0,0.32033822,1,0,0,0,0,1,0,-0.7373884,-1.021193,1,0,8.033111,1
1,1,1,0,1,1,0.9983514,1,0,0,0,0,1,0,0.105034865,-0.29102904,2,0,0.11354825,0
1,0,1,0,0,1,-0.62688607,0,0,0,0,0,1,0,-0.01588688,0.19406347,2,0,-0.015646992,0
0,0,1,0,1,1,1.3473288,1,0,0,0,0,1,0,-0.6069837,-1.021193,4,0,7.007014,1
1,0,1,0,1,0,1.2575917,1,0,0,1,0,1,0,1.3922423,1.0719517,3,0,1.3549235,0
1,0,1,0,1,1,0.30205846,1,0,0,0,0,0,0,-0.043008856,-0.34083176,0,0,-0.043832567,1
1,0,0,0,1,1,-0.1133908,0,0,1,0,0,0,0,0.83232963,0.9886294,2,0,0.66047114,0
0,0,0,0,1,0,-0.23968738,0,0,0,0,0,1,0,-1.2229861,-1.3841357,2,0,0.42720816,0
0,0,0,0,0,1,-1.1802645,0,0,0,0,0,0,1,-1.069515,-0.8441327,1,0,-1.648224,0
0,1,1,0,1,1,0.657683,1,0,0,0,0,1,0,-0.50405025,-0.92843103,1,0,-1.9825078,1
0,0,0,0,1,0,-1.5009913,0,1,0,1,1,0,0,0.04298194,1.171285,0,0,0.016847255,0
0,0,1,1,1,0,1.5617006,1,0,0,1,1,0,0,1.5901536,1.171285,5,1,1.497759,0
0,1,1,0,1,1,1.3872119,1,0,1,0,0,1,0,1.269625,0.8332507,4,0,1.6214547,0
1,0,1,1,1,1,1.427095,1,0,0,1,1,0,0,1.6513276,1.2472993,5,0,1.4330581,0
0,0,1,0,1,0,-1.5109621,0,1,1,0,0,0,1,-0.5567411,0.2932877,0,0,-0.41642094,0
0,0,1,0,1,0,-1.4860351,0,1,0,1,0,0,0,0.033517137,1.2472993,0,0,0.011591651,0
1,0,1,1,1,1,0.17243828,1,0,0,0,1,0,0,-1.5471334,-1.8123131,0,0,0.15893835,0
1,0,1,1,1,0,-0.03528635,0,0,1,0,1,0,0,0.57682973,0.58492744,3,0,0.65025204,0
0,0,0,0,1,0,-1.3298262,0,1,0,1,1,0,0,-0.46208557,0.05048319,0,0,-0.369984,1
1,0,0,0,1,1,-0.46070638,0,0,0,0,0,0,0,0.41666928,0.66322094,1,0,0.40016297,0
0,0,1,1,0,1,-0.14496495,0,0,1,0,1,0,0,0.5365991,0.6114279,5,1,0.5780507,0
1,0,1,0,1,0,0.4815325,0,0,1,0,0,0,1,0.62372035,0.44569844,4,0,0.79543185,0
0,1,0,0,1,1,0.6992279,1,0,0,0,1,0,0,0.18264994,-0.15244755,1,0,0.20110661,1
0,0,0,0,0,1,-1.339797,0,0,0,0,0,1,0,-1.4709929,-1.243603,0,0,0.83430004,1
1,0,1,0,1,1,1.5068612,1,0,0,1,1,0,0,1.4618356,1.0719517,6,1,1.4848695,0
1,0,0,0,1,0,0.86208403,1,0,0,0,0,0,1,-1.0477005,-1.3841357,2,0,0.39306697,0
1,0,1,1,1,1,-1.3115464,0,1,0,1,1,0,0,0.15712298,1.1321559,0,0,0.069411516,0
1,0,0,0,1,1,1.3606231,1,0,0,0,0,1,0,0.6445141,0.15947245,4,0,0.9014054,1
0,1,0,0,1,0,0.67928636,1,0,0,0,0,1,0,-0.45879066,-0.8441327,1,0,-0.92333275,0
1,0,0,1,1,0,-1.3431206,0,1,0,1,0,0,1,0.14877366,1.2285651,0,0,0.056198303,0
1,0,0,0,0,1,-1.3464441,0,0,0,0,0,1,0,-1.8666966,-1.8123131,0,0,0.17069475,1
0,0,1,1,1,0,-1.3181937,0,1,0,1,0,0,0,0.2406537,1.2472993,0,0,0.09252885,0
1,1,1,0,1,1,-0.3393952,0,0,0,0,0,0,0,-0.34955156,-0.34083176,2,0,-0.30715713,0
1,0,1,0,1,0,1.058176,1,0,0,1,0,0,1,1.4142926,1.1321559,4,1,1.2702398,0
0,0,0,0,1,1,0.39013368,1,0,0,0,0,1,0,-0.3394147,-0.6272796,0,0,-0.38213122,1
1,0,0,0,1,1,0.54468083,0,0,1,0,1,0,0,0.9525034,0.80993557,5,1,1.0397545,0
0,0,0,1,0,1,-0.87283206,0,0,0,0,0,1,0,-0.8832995,-0.8441327,2,0,-1.471961,0
1,0,0,0,1,1,0.9352031,1,0,0,0,0,1,0,-0.013087839,-0.44704098,2,0,-0.014278165,0
0,0,0,0,1,1,0.95514464,1,0,0,0,0,1,0,-0.8357339,-1.243603,3,0,0.6135044,1
0,0,0,0,1,0,0.6626684,0,0,0,1,0,0,1,1.3379825,1.2096542,5,0,1.0149109,0
0,0,0,1,1,0,0.041156314,0,0,0,1,0,1,0,1.1238608,1.2096542,3,0,0.7497032,0
0,1,1,0,1,1,1.2210321,1,0,1,0,1,0,0,1.221656,0.8789992,3,0,1.425008,1
1,0,0,1,1,1,0.33695617,1,0,0,0,0,0,0,0.32829753,0.15947245,1,0,0.38703242,1
1,0,0,0,1,0,-1.46277,0,1,0,1,0,0,1,-0.67247427,0.012222058,0,0,-0.4895551,0
0,0,1,0,1,1,-0.11006721,0,0,0,1,1,0,0,0.9536971,1.1905624,2,0,0.59358424,0
1,0,1,1,1,0,-0.341057,0,0,0,0,0,0,1,0.41762975,0.58492744,2,0,0.43191954,0
0,1,0,0,1,1,0.1608057,1,0,0,0,0,1,0,-1.3086872,-1.5606626,0,0,0.26053512,1
0,1,0,0,1,1,1.1628693,1,0,0,0,0,1,0,0.930781,0.502811,3,0,1.3631994,0
1,0,1,1,1,1,1.4952286,1,0,0,1,0,0,0,1.1257845,0.66322094,5,1,1.6122884,0
1,0,1,1,1,1,0.53471005,0,0,0,1,0,0,0,1.2895107,1.2472993,5,1,0.8947512,0
0,0,0,0,1,0,-1.4777261,0,1,0,1,0,0,1,-0.41721466,0.47450525,0,0,-0.3081939,0
1,0,1,0,1,1,0.100981005,0,0,0,1,0,0,0,1.1054676,1.2472993,4,1,0.68717617,0
1,0,0,0,1,1,-1.3530914,0,1,0,0,0,0,1,-1.8688458,-1.8123131,0,0,0.17076178,1
1,0,1,1,1,1,-1.4943441,0,1,0,1,1,0,0,0.028751235,1.2472993,0,0,0.009919609,0
1,0,1,0,1,0,-1.2982521,0,1,0,1,0,0,0,0.044028137,0.9014506,0,0,0.025980355,0
0,0,1,1,0,1,-0.2862177,0,0,1,0,0,1,0,0.6197329,0.80993557,4,1,0.5605849,0
1,0,0,0,1,1,0.7291403,0,0,0,1,0,0,0,1.209126,1.0719517,6,1,1.0532297,0
0,0,0,0,1,0,-1.4744025,0,1,0,0,0,0,1,-1.9105273,-1.8123131,0,0,0.17203373,0
0,0,1,1,1,1,-1.4993294,0,1,0,1,0,0,1,-0.7153741,-0.027117206,0,0,-0.51100105,0
0,0,0,0,1,0,-0.47233894,0,0,0,0,0,1,0,-1.6550173,-1.8123131,1,0,0.1633338,1
0,0,0,0,1,1,-0.3460424,0,0,0,0,0,0,1,-1.356038,-1.5606626,1,0,0.26499555,0
0,1,0,0,1,0,1.4403894,1,0,0,0,1,0,0,1.3102773,0.8332507,5,0,1.7150128,0
0,0,0,0,1,0,-0.34271878,0,0,1,0,0,0,1,0.2559867,0.4163678,1,0,0.27209505,0
0,0,0,0,1,0,-0.64516586,0,0,0,0,0,0,1,-1.6890337,-1.8123131,0,0,0.16462423,0
0,0,0,0,1,0,-0.19149527,0,0,1,0,0,0,1,0.14870282,0.15947245,2,0,0.1596805,0
0,0,1,1,1,0,0.15582031,0,0,1,0,0,1,0,-0.6843165,-0.92843103,4,0,-2.4814591,0
1,0,0,0,1,1,1.189458,1,0,0,0,0,1,0,0.029228842,-0.44704098,3,0,0.03256997,1
1,1,1,0,0,1,0.006258578,0,0,0,1,1,0,0,1.0491781,1.2472993,6,1,0.63094985,0
0,0,1,1,1,1,-1.471079,0,1,0,0,0,0,1,-1.9093171,-1.8123131,0,0,0.17199753,1
0,0,0,0,1,0,-1.5259182,0,1,0,0,0,0,1,-1.2183311,-0.6946121,0,0,-1.0592866,0
1,0,0,0,1,0,-1.4943441,0,1,1,0,0,0,0,-0.33009127,0.58492744,0,0,-0.23426008,0
0,0,0,0,0,0,-1.3198555,0,0,0,0,0,0,0,-1.1513996,-0.92843103,0,0,-3.424044,0
1,0,0,0,1,1,0.3336326,1,0,0,0,0,0,0,-0.8973905,-1.243603,1,0,0.6415824,1
1,0,1,1,1,1,1.6464522,1,0,0,1,1,0,0,1.6715697,1.2472993,6,1,1.4693159,0
0,0,1,0,0,1,-1.339797,0,0,0,0,0,1,0,-0.67748487,-0.15244755,0,0,-0.4938569,1
1,0,0,0,1,0,1.476949,1,0,0,1,1,0,0,1.5179715,1.0719517,6,1,1.5964804,0
0,0,0,0,0,0,-0.65513664,0,0,0,1,0,0,0,0.50947976,0.9236315,4,1,0.37161368,0
0,0,0,1,1,1,-0.4573828,0,0,0,0,0,0,1,-0.9559638,-1.1249284,1,0,1.4533106,0
0,0,1,0,1,1,1.5184939,1,0,0,1,0,0,0,1.6605074,1.2472993,5,1,1.4494103,0
1,1,1,1,1,1,0.66100657,1,0,0,0,0,1,0,1.2812867,1.171285,2,0,0.9978422,0
1,0,1,1,1,0,-0.15659752,0,0,1,0,0,0,1,0.9205549,1.1518178,3,0,0.597557,0
1,0,1,1,1,0,-0.668431,0,0,0,0,0,0,0,-0.8256238,-0.8441327,0,0,-1.410368,0
1,0,1,1,1,1,0.9468357,1,0,0,0,0,0,0,1.0680877,0.8332507,3,0,1.2098649,0
0,0,1,1,1,1,-1.479388,0,1,0,0,0,0,1,-0.7797359,-0.24314304,0,0,-0.5493697,0
0,0,1,1,1,0,-1.306561,0,1,0,1,0,0,1,0.09022665,0.9886294,0,0,0.048020914,0
0,0,0,0,1,0,-1.4677553,0,1,0,1,0,0,1,-0.15873072,1.0098047,0,0,-0.07231297,0
1,0,0,0,1,1,0.9750862,1,0,0,0,0,1,0,-0.4538052,-0.92843103,2,0,-1.8266424,0
1,0,1,1,0,0,-0.995805,0,0,1,0,0,0,1,0.2924387,0.9886294,2,0,0.17275847,0
1,0,0,0,0,1,-0.13333237,0,0,0,1,0,0,0,0.61800665,0.68854326,5,1,0.6447566,0
1,0,0,0,1,1,-0.4457502,0,0,0,0,0,1,0,-1.000092,-1.1249284,1,0,1.4924928,0
1,1,1,0,0,1,-0.023653768,0,0,0,1,1,0,0,0.8940537,0.9886294,5,1,0.7349029,0
0,0,1,0,1,1,0.66599196,0,0,0,1,0,0,0,1.3246298,1.2096542,5,1,0.9966607,0
0,0,0,0,1,1,0.20733601,1,0,0,0,1,0,0,-0.28168315,-0.44704098,0,0,-0.26957047,1
0,0,0,0,1,1,-0.48563334,0,0,0,0,0,0,1,0.35615215,0.6375206,0,0,0.3397837,0
0,0,1,0,1,1,0.9917042,1,0,0,1,1,0,0,1.3303038,1.0922282,3,0,1.2080798,0
0,0,1,1,0,0,-0.16656831,0,0,0,1,0,0,1,0.82677674,0.96721345,5,1,0.6750937,0
0,1,1,0,1,0,1.1794872,1,0,1,0,0,1,0,1.0945936,0.68854326,3,0,1.4987328,0
1,1,1,0,1,1,1.1346188,1,0,0,0,0,1,0,1.2994348,0.96721345,3,0,1.4002421,0
0,0,1,0,1,1,1.0947356,1,0,0,1,1,0,0,1.4888557,1.2472993,3,0,1.1671585,0
0,1,0,0,0,1,-0.81300735,0,0,0,0,0,1,0,-0.10863813,0.22786814,2,0,-0.101741254,1
1,1,0,0,1,0,-0.14995034,0,0,0,0,0,0,0,-0.4888755,-0.6272796,2,0,-0.5134035,0
0,1,0,0,0,1,-0.2828941,0,0,0,0,0,1,0,0.20008966,0.3560352,4,0,0.2119468,0
1,0,0,0,0,0,-0.6169153,0,0,0,1,0,0,0,0.4649373,0.8789992,3,0,0.35250846,0
0,0,0,0,0,1,-0.47067717,0,0,0,0,0,1,0,-1.2395108,-1.3841357,3,0,0.4301287,1
0,0,1,1,1,0,-1.3248408,0,1,0,1,0,0,1,0.24123831,1.2472993,0,0,0.092781834,0
0,0,1,1,1,1,0.6676538,1,0,0,0,0,1,0,0.73928803,0.53063697,2,1,0.9521751,1
0,0,1,1,1,0,0.031185534,0,0,0,0,0,0,1,-1.300362,-1.5606626,2,0,0.25972882,1
1,0,1,1,1,0,-0.046918925,0,0,0,1,1,0,0,0.76884097,0.8789992,2,0,0.6891968,0
0,0,0,0,1,0,-0.48729512,0,0,0,0,0,0,0,-0.44649285,-0.44704098,1,0,-0.3954619,0
0,0,0,0,1,0,0.19071804,1,0,0,0,0,1,0,-1.5444156,-1.8123131,0,0,0.15882136,1
0,0,0,0,1,1,1.0000132,1,0,0,0,0,1,0,-0.2531365,-0.6946121,3,0,-0.336369,1
0,0,0,0,1,0,-0.48563334,0,0,0,0,0,1,0,-1.6575406,-1.8123131,1,0,0.16343103,0
1,0,0,0,1,0,-1.4960059,0,1,0,0,0,0,1,-1.9184978,-1.8123131,0,0,0.17227098,1
1,0,0,0,1,1,-0.0037122038,0,0,1,0,0,0,0,0.8375715,0.9236315,3,0,0.7331032,0
0,0,1,0,1,1,0.4931651,0,0,0,1,0,0,0,1.2493719,1.171285,5,0,0.95444983,0
0,0,1,1,1,1,-1.5043149,0,1,1,0,0,0,1,-0.98226863,-0.44704098,0,0,-0.6869072,0
1,0,1,1,1,1,1.1562221,1,0,0,1,0,1,0,1.4555547,1.171285,4,0,1.2608333,0
1,1,1,0,1,1,0.30704382,1,0,0,0,0,1,0,0.9347573,0.9014506,0,0,0.8926799,0
0,0,0,0,0,1,-0.85953766,0,0,0,0,0,1,0,-0.48752236,-0.34083176,2,0,-0.40176085,0
1,1,0,0,1,1,0.4915033,1,0,0,0,0,1,0,-0.43849525,-0.7665971,1,0,-0.64603853,0
1,0,1,1,1,1,0.022876548,0,0,0,0,0,1,0,-0.264498,-0.44704098,3,0,-0.25520897,1
1,1,1,0,1,1,1.1279715,1,0,0,0,0,1,0,1.3053472,0.96721345,3,0,1.4116586,1
1,0,0,0,0,1,-0.61359173,0,0,0,0,0,0,0,0.5049525,0.8562688,3,0,0.40355176,0
1,0,1,0,1,1,1.1495749,1,0,0,1,1,0,0,1.50102,1.2096542,4,0,1.2585591,0
0,1,1,1,1,1,1.0315874,1,0,0,0,0,1,0,-0.0082015395,-0.44704098,2,0,-0.008969309,0
1,0,1,1,1,1,0.09101023,0,0,1,0,0,0,0,0.095211275,-0.067613915,4,1,0.09992209,1
0,0,1,0,1,1,0.444973,1,0,0,0,1,0,0,-0.39846274,-0.6946121,1,0,-0.4943131,0
0,0,1,1,1,0,-1.2849576,0,1,0,1,0,0,1,-0.46167865,0.19406347,0,0,-0.36709222,0
0,0,0,0,1,1,0.1608057,1,0,0,0,0,1,0,-1.5488712,-1.8123131,0,0,0.15901297,1
1,0,1,0,1,0,0.6510358,0,0,1,0,0,1,0,0.93643874,0.76237464,5,1,1.0746844,1
0,1,1,0,1,1,1.1778255,1,0,0,0,0,1,0,1.4859056,1.171285,3,0,1.3115084,1
0,0,0,0,1,0,0.44164938,1,0,0,0,0,1,0,-1.508596,-1.8123131,1,0,0.15724967,1
0,0,0,0,0,1,-0.8113455,0,0,1,0,1,0,0,-0.1000699,0.22786814,2,0,-0.094112314,0
0,0,1,0,1,0,0.47987074,0,0,0,1,1,0,0,1.2272935,1.2472993,5,1,0.8202647,0
0,0,0,0,1,1,-1.4577845,0,1,0,0,0,0,1,-1.0292283,-0.6946121,0,0,-0.9666968,0
1,0,0,0,1,0,0.29374945,1,0,0,0,0,1,0,-0.6346926,-0.92843103,0,0,-2.3529532,1
0,0,0,0,1,1,0.33197078,1,0,0,0,0,1,0,-0.4490717,-0.7665971,0,0,-0.658388,1
0,0,0,1,1,0,-0.49394232,0,0,0,0,0,0,1,-1.6591251,-1.8123131,1,0,0.16349196,0
0,0,0,0,1,1,0.13754053,0,0,0,0,1,0,0,0.0049571316,-0.15244755,3,0,0.0049871076,0
0,0,0,0,1,1,-1.479388,0,1,0,0,0,0,1,-1.9123504,-1.8123131,0,0,0.17208816,0
0,0,0,0,1,1,0.37351573,1,0,0,0,1,0,0,0.38545904,0.19406347,0,0,0.46687686,0
1,0,0,0,1,0,0.30704382,1,0,0,0,0,1,0,-1.5274762,-1.8123131,1,0,0.15808512,0
1,0,0,0,1,1,0.58290213,1,0,0,0,0,0,1,-1.0960975,-1.3841357,2,0,0.40309903,0
0,0,0,0,1,1,0.81887734,1,0,0,0,0,0,0,0.24639946,-0.15244755,3,0,0.28040397,0
1,0,0,1,1,1,1.1429278,1,0,0,0,1,0,0,1.3702011,1.0922282,4,0,1.2749277,0
1,0,0,0,1,1,-1.4810498,0,1,0,0,0,0,1,-1.9129603,-1.8123131,0,0,0.17210636,1
0,0,0,0,0,0,-1.1736172,0,0,0,0,0,0,0,-1.2229861,-1.021193,1,0,10.866848,0
1,0,1,0,1,0,-1.4943441,0,1,0,1,0,1,0,-0.21153262,0.78631365,0,0,-0.12828763,0
1,0,0,0,1,1,-0.18650988,0,0,0,0,0,0,0,-0.87411314,-1.021193,2,0,8.974493,0
1,0,1,1,1,0,-0.6651074,0,0,0,0,0,1,0,-0.87884694,-0.92843103,0,0,-2.92798,0
1,0,1,1,1,1,0.86540765,1,0,0,1,1,0,0,1.4292455,1.2472993,2,0,1.0799372,0
1,0,1,0,1,1,-0.5055749,0,0,0,0,0,0,0,-0.7913518,-0.8441327,1,0,-1.3720497,0
0,0,1,1,1,0,1.393859,1,0,0,1,1,0,0,1.5115113,1.1518178,4,0,1.3977214,0
0,1,1,0,1,1,0.9568065,1,0,0,0,0,1,0,0.40384713,0.012222058,2,0,0.4975741,1
0,0,1,0,1,1,0.98671883,1,0,0,1,1,0,0,1.4973226,1.2472993,3,0,1.1799742,0
1,0,1,1,1,1,-1.5059767,0,1,1,0,0,0,0,-0.54961956,0.3249784,0,0,-0.4088001,0
1,0,0,0,0,1,-1.3198555,0,0,0,0,0,1,0,-1.6199743,-1.5606626,0,0,0.2863345,1
1,0,1,0,1,0,0.1059664,0,0,0,1,0,0,1,1.0751796,1.2096542,4,0,0.69692755,0
0,0,0,0,1,0,0.01622936,0,0,1,0,0,0,0,0.043060444,-0.067613915,3,0,0.044014603,0
0,0,0,0,1,1,1.1528986,1,0,0,0,0,0,0,1.2699758,0.9886294,4,0,1.3023441,0
1,0,0,0,1,1,-1.4760643,0,1,1,0,1,0,0,-0.45870057,0.4163678,0,0,-0.3431277,0
0,0,1,1,1,0,-1.4893587,0,1,0,1,0,0,1,-0.20100626,0.80993557,0,0,-0.11891269,0
1,0,1,0,1,0,0.42004603,0,0,1,0,0,0,0,0.9595902,0.8562688,4,1,0.9894419,0
0,0,1,1,1,0,-1.4976677,0,1,1,0,0,0,0,-0.7883962,-0.15244755,0,0,-0.54736596,0
1,0,1,0,1,0,1.1612074,1,0,0,1,1,0,0,1.3980939,1.0719517,4,0,1.3655047,0
0,0,0,0,1,0,0.3336326,1,0,0,0,1,0,0,0.6421364,0.53063697,1,0,0.7834745,0
1,0,0,0,1,1,-1.5159475,0,1,1,0,0,0,1,-0.51251185,0.38648883,0,0,-0.3791236,0
1,0,1,1,1,0,0.47156173,1,0,1,0,0,0,0,0.31449845,0.08773716,1,0,0.3693228,0
1,1,1,0,1,1,1.0232784,1,0,0,0,0,1,0,0.49233764,0.124047734,3,0,0.6349245,1
1,0,0,1,1,0,-0.0635369,0,0,1,0,1,0,0,0.771702,0.8562688,3,0,0.714729,0
1,1,1,0,1,0,0.22561578,1,0,0,0,1,0,0,0.4633062,0.3560352,0,0,0.5638716,0
0,1,1,0,1,1,1.0033368,1,0,0,0,0,1,0,0.19752231,-0.19699931,2,0,0.22006272,0
1,0,1,0,1,1,0.7091987,1,0,0,0,1,0,0,0.80750334,0.6114279,3,0,1.0111706,0
1,0,1,1,1,0,-1.5026531,0,1,0,0,0,0,1,-1.3365674,-1.021193,0,0,11.35354,0
1,0,0,1,1,1,-1.3281645,0,1,0,1,0,0,1,0.033807658,0.9236315,0,0,0.019231923,0
1,0,0,0,0,1,-0.84624326,0,0,0,0,0,1,0,0.3453182,0.9455499,2,0,0.22349799,1
1,0,1,1,1,1,0.64106506,1,0,0,0,0,0,1,0.62314713,0.3560352,2,0,0.82744384,0
0,0,0,0,0,0,-0.9476129,0,0,0,0,0,1,0,-0.81865215,-0.6946121,2,0,-0.8407406,0
0,0,0,0,1,1,-1.479388,0,1,0,0,0,0,1,-1.9123504,-1.8123131,0,0,0.17208816,1
0,0,0,0,0,1,-1.3580768,0,0,0,0,0,1,0,-0.9319943,-0.50397736,0,0,-0.6952261,1
1,0,0,0,1,0,1.124648,1,0,0,0,0,1,0,1.2618672,0.9236315,3,0,1.4161562,0
0,0,1,0,1,1,1.2924894,1,0,0,0,1,0,0,1.2799789,0.9014506,4,0,1.4987117,0
0,0,1,1,1,1,0.9352031,0,0,0,1,1,0,0,0.7605928,0.4163678,6,1,1.0628269,0
1,0,1,0,1,0,-1.4910206,0,1,1,0,0,0,0,-0.26064715,0.7135012,0,0,-0.16831121,0
0,0,1,1,1,1,-1.4843733,0,1,0,0,1,0,0,-1.0583106,-0.5639137,0,0,-0.7956346,0
0,0,0,0,1,1,0.68759537,1,0,0,0,0,1,0,-1.4758865,-1.8123131,2,0,0.15576445,1
1,1,0,0,1,1,0.5230774,1,0,0,0,0,1,0,0.3362253,0.012222058,1,0,0.3996536,0
0,0,0,0,1,0,1.1678547,1,0,1,0,0,0,0,1.3641392,1.0719517,3,0,1.3049588,1
0,1,0,0,0,1,-0.82796353,0,0,0,0,0,1,0,0.03928545,0.38648883,2,0,0.037880443,0
0,0,0,0,1,0,-0.14164135,0,0,1,0,1,0,0,0.8898387,1.1518178,3,0,0.5675162,0
1,0,0,0,1,1,0.66599196,1,0,0,0,0,1,0,0.3182166,0.05048319,1,0,0.37462574,1
1,0,0,0,1,0,1.2991366,1,0,0,0,0,0,1,0.38536406,-0.10935716,4,0,0.47076505,0
0,0,0,0,1,0,0.100981005,0,0,0,0,0,0,0,-0.33604848,-0.50397736,4,0,-0.32730937,0
1,0,1,0,1,1,0.34692696,1,0,0,0,0,1,0,0.51495737,0.38648883,0,0,0.6368037,1
1,1,1,0,1,0,-1.3265026,0,1,0,1,0,0,0,0.259185,1.2285651,0,0,0.10365661,0
0,0,0,0,1,0,-1.5093002,0,1,0,0,1,0,0,-0.54826295,0.19406347,0,0,-0.41898495,0
1,0,1,0,0,0,-0.5122221,0,0,0,1,0,1,0,0.7977426,1.2285651,3,0,0.4275991,1
1,1,1,0,1,1,0.80558294,1,0,0,0,0,1,0,-0.5444066,-0.92843103,2,0,-2.1021483,0
0,1,0,0,0,1,-0.32443902,0,0,0,0,0,1,0,0.67890847,0.9455499,4,0,0.5265707,0
1,0,1,0,1,0,0.37850112,0,0,0,1,0,0,0,1.1318425,1.1122944,4,1,0.88436484,0
1,0,0,0,1,0,-1.4777261,0,1,1,0,0,0,1,-0.55486625,0.124047734,0,0,-0.42503968,0
1,0,0,0,1,1,0.33695617,1,0,0,0,0,1,0,-0.6930182,-1.021193,0,0,7.6988916,1
0,1,0,0,1,1,1.7478218,1,0,0,1,1,0,0,1.7253846,1.2472993,6,1,1.5693558,0
1,0,0,0,1,1,-1.4960059,0,1,0,0,0,0,1,-1.9184978,-1.8123131,0,0,0.17227098,0
1,0,0,0,1,0,-0.65015125,0,0,0,0,1,0,0,-0.66667926,-0.6272796,0,0,-0.6460481,0
1,0,1,1,1,0,-1.31487,0,1,0,1,0,0,1,-0.22888482,0.502811,0,0,-0.1815067,0
0,1,0,0,1,1,0.8305099,1,0,0,0,0,1,0,1.2457321,0.9886294,3,0,1.2589687,0
1,0,0,0,1,0,0.3402798,0,0,1,0,0,0,0,0.26231018,0.08773716,4,0,0.29972723,0
1,1,0,0,1,0,-0.4922805,0,0,0,0,0,0,1,-1.3908767,-1.5606626,1,0,0.26814508,0
0,0,1,1,0,0,0.031185534,0,0,0,1,0,0,0,1.0556839,1.2472993,6,1,0.6372876,0
1,0,1,0,1,0,0.07605405,0,0,1,0,1,0,0,0.995589,1.1122944,3,0,0.71810806,0
1,0,1,1,1,0,1.53345,1,0,0,1,1,0,0,1.6517608,1.2472993,5,1,1.4338264,0
1,0,0,0,1,1,0.7706852,1,0,0,0,0,0,0,-0.63206685,-1.021193,2,0,7.214912,0
1,1,0,0,1,0,-1.4943441,0,1,1,0,1,0,0,-0.5623409,0.2932877,0,0,-0.41954234,0
0,0,1,0,1,0,0.36354494,0,0,1,0,0,0,0,0.8913912,0.78631365,3,0,0.96793807,0
1,0,1,0,0,1,-0.08680205,0,0,0,1,0,0,1,0.8667974,1.030746,5,1,0.6583346,0
0,0,0,0,1,1,1.2127233,1,0,0,0,0,1,0,0.051113743,-0.3927553,4,0,0.05582474,1
1,0,1,0,1,0,1.6747028,1,0,0,1,0,0,0,1.7131789,1.2472993,6,1,1.5461917,0
1,0,0,0,1,1,-1.5225947,0,1,0,0,0,0,1,-1.1617856,-0.7665971,0,0,-1.2503763,1
0,0,0,0,1,0,-1.5043149,0,1,0,0,0,0,1,-1.9216131,-1.8123131,0,0,0.17236319,0
0,0,0,0,1,1,0.7241549,1,0,0,0,0,1,0,-0.17567462,-0.5639137,1,0,-0.19631264,0
0,0,0,0,0,0,-1.2018678,0,0,0,0,1,0,0,-0.23892926,0.44569844,1,0,-0.1952432,1
1,0,1,1,1,0,-1.4744025,0,1,1,0,0,0,1,-0.07652319,1.030746,0,0,-0.03516227,0
1,0,1,1,1,0,-1.4943441,0,1,1,0,0,0,0,-0.86550397,-0.24314304,0,0,-0.58760697,0
1,0,0,1,1,0,-0.6351951,0,0,0,0,0,0,1,-0.23089884,-0.10935716,0,0,-0.20645022,0
1,0,1,1,0,1,-0.2779087,0,0,0,1,0,0,1,0.90934765,1.171285,5,1,0.56876165,0
1,1,0,0,1,1,0.28377867,1,0,0,0,1,0,0,-0.34721407,-0.5639137,0,0,-0.3574442,0
0,1,0,0,0,0,-1.3431206,0,0,0,0,0,1,0,-1.7135693,-1.5606626,0,0,0.29264683,1
0,0,1,0,1,1,1.2160468,1,0,0,0,0,1,0,1.369051,1.0514597,3,0,1.3556867,0
0,1,0,0,1,0,1.1263098,1,0,0,0,0,1,0,0.6084285,0.19406347,3,0,0.83146447,1
1,0,0,1,0,0,-1.0356882,0,0,0,0,0,0,1,-1.7779702,-1.8123131,2,0,0.1677978,0
1,1,1,0,1,1,0.50313586,1,0,0,0,0,0,0,-0.86298734,-1.1249284,1,0,1.3648728,1
